index,entropy,std,size,compressed_size,compression_ratio
128-2,0.178,0.3347,11,6314,23.84
128-3,0.178,0.3347,11,6386,23.58
128-4,0.178,0.3347,11,6426,23.42
129-0,0.179,0.335,11,6452,23.33
129-1,0.179,0.335,11,6560,22.95
129-2,0.179,0.335,11,6494,23.17
129-3,0.179,0.335,11,6395,23.53
129-4,0.179,0.335,11,6581,22.88
130-0,0.18,0.3352,11,6447,23.34
130-1,0.18,0.3352,11,6402,23.52
130-2,0.18,0.3352,11,6726,22.38
130-3,0.18,0.3352,11,6638,22.67
130-4,0.18,0.3352,11,6602,22.8
131-0,0.181,0.3354,11,6458,23.31
131-1,0.181,0.3354,11,6631,22.7
131-2,0.181,0.3354,11,6536,23.03
131-3,0.181,0.3354,11,6648,22.64
131-4,0.181,0.3354,11,6427,23.42
132-0,0.182,0.3357,11,6560,22.95
132-1,0.182,0.3357,11,6373,23.62
132-2,0.182,0.3357,11,6513,23.11
132-3,0.182,0.3357,11,6414,23.47
132-4,0.182,0.3357,11,6570,22.9
133-0,0.183,0.336,11,6556,22.95
133-1,0.183,0.336,11,6567,22.92
133-2,0.183,0.336,11,6475,23.25
133-3,0.183,0.336,11,6470,23.27
133-4,0.183,0.336,11,6443,23.36
134-0,0.184,0.3362,11,6540,23.02
134-1,0.184,0.3362,11,6702,22.45
134-2,0.184,0.3362,11,6701,22.47
134-3,0.184,0.3362,11,6595,22.83
134-4,0.184,0.3362,11,6603,22.8
135-0,0.185,0.3367,11,6631,22.7
135-1,0.185,0.3367,11,6628,22.7
135-2,0.185,0.3367,11,6710,22.44
135-3,0.185,0.3367,11,6662,22.6
135-4,0.185,0.3367,11,6845,21.98
136-0,0.186,0.337,11,6621,22.73
136-1,0.186,0.337,11,6708,22.44
136-2,0.186,0.337,11,6654,22.62
136-3,0.186,0.337,11,6733,22.36
136-4,0.186,0.337,11,6775,22.22
137-0,0.187,0.3372,11,6741,22.33
137-1,0.187,0.3372,11,6683,22.53
137-2,0.187,0.3372,11,6754,22.28
137-3,0.187,0.3372,11,6722,22.39
137-4,0.187,0.3372,11,6672,22.56
138-0,0.188,0.3374,11,6748,22.31
138-1,0.188,0.3374,11,6729,22.38
138-2,0.188,0.3374,11,6826,22.05
138-3,0.188,0.3374,11,6762,22.27
138-4,0.188,0.3374,11,6719,22.4
139-0,0.189,0.3376,11,6700,22.47
139-1,0.189,0.3376,11,6809,22.11
139-2,0.189,0.3376,11,6866,21.92
139-3,0.189,0.3376,11,6815,22.1
139-4,0.189,0.3376,11,6848,21.98
140-0,0.19,0.338,11,6765,22.25
140-1,0.19,0.338,11,6881,21.88
140-2,0.19,0.338,11,6877,21.89
140-3,0.19,0.338,11,6916,21.77
140-4,0.19,0.338,11,6776,22.22
141-0,0.191,0.3381,11,6750,22.3
141-1,0.191,0.3381,11,6755,22.28
141-2,0.191,0.3381,11,6770,22.23
141-3,0.191,0.3381,11,6870,21.9
141-4,0.191,0.3381,11,6779,22.2
142-0,0.192,0.3384,11,6874,21.89
142-1,0.192,0.3384,11,6829,22.05
142-2,0.192,0.3384,11,6900,21.81
142-3,0.192,0.3384,11,6919,21.75
142-4,0.192,0.3384,11,6820,22.08
143-0,0.193,0.3386,11,6839,22.02
143-1,0.193,0.3386,11,6764,22.25
143-2,0.193,0.3386,11,7026,21.42
143-3,0.193,0.3386,11,6787,22.17
143-4,0.193,0.3386,11,6935,21.7
144-0,0.194,0.3389,11,6654,22.62
144-1,0.194,0.3389,11,6860,21.94
144-2,0.194,0.3389,11,7034,21.4
144-3,0.194,0.3389,11,6891,21.84
144-4,0.194,0.3389,11,6840,22.0
145-0,0.195,0.339,11,6932,21.72
145-1,0.195,0.339,11,6909,21.78
145-2,0.195,0.339,11,6835,22.02
145-3,0.195,0.339,11,6926,21.73
145-4,0.195,0.339,11,6853,21.97
146-0,0.196,0.3394,11,6898,21.83
146-1,0.196,0.3394,11,7026,21.42
146-2,0.196,0.3394,11,6972,21.6
146-3,0.196,0.3394,11,6983,21.56
146-4,0.196,0.3394,11,7039,21.39
147-0,0.197,0.3396,11,7070,21.3
147-1,0.197,0.3396,11,7172,20.98
147-2,0.197,0.3396,11,7090,21.23
147-3,0.197,0.3396,11,7138,21.1
147-4,0.197,0.3396,11,6896,21.83
148-0,0.198,0.3398,11,7155,21.03
148-1,0.198,0.3398,11,7063,21.31
148-2,0.198,0.3398,11,7013,21.47
148-3,0.198,0.3398,11,7105,21.19
148-4,0.198,0.3398,11,7124,21.12
149-0,0.199,0.34,11,6979,21.56
149-1,0.199,0.34,11,7059,21.33
149-2,0.199,0.34,11,7113,21.16
149-3,0.199,0.34,11,7076,21.27
149-4,0.199,0.34,11,7094,21.22
150-0,0.2,0.3403,11,7178,20.97
150-1,0.2,0.3403,11,7045,21.36
150-2,0.2,0.3403,11,6943,21.69
150-3,0.2,0.3403,11,7027,21.42
150-4,0.2,0.3403,11,6936,21.7
151-0,0.201,0.3406,11,7088,21.23
151-1,0.201,0.3406,11,7004,21.48
151-2,0.201,0.3406,11,7182,20.95
151-3,0.201,0.3406,11,7228,20.83
151-4,0.201,0.3406,11,7163,21.02
152-0,0.202,0.3408,11,7185,20.95
152-1,0.202,0.3408,11,7115,21.16
152-2,0.202,0.3408,11,7092,21.22
152-3,0.202,0.3408,11,7032,21.4
152-4,0.202,0.3408,11,7250,20.77
153-0,0.203,0.341,11,7186,20.95
153-1,0.203,0.341,11,7131,21.11
153-2,0.203,0.341,11,7053,21.34
153-3,0.203,0.341,11,7209,20.88
153-4,0.203,0.341,11,7090,21.23
154-0,0.204,0.3413,11,7263,20.72
154-1,0.204,0.3413,11,7286,20.66
154-2,0.204,0.3413,11,7199,20.9
154-3,0.204,0.3413,11,7139,21.08
154-4,0.204,0.3413,11,7161,21.02
155-0,0.205,0.3416,11,7219,20.86
155-1,0.205,0.3416,11,7303,20.61
155-2,0.205,0.3416,11,7237,20.8
155-3,0.205,0.3416,11,7271,20.7
155-4,0.205,0.3416,11,7267,20.72
156-0,0.206,0.3418,11,7306,20.61
156-1,0.206,0.3418,11,7324,20.55
156-2,0.206,0.3418,11,7205,20.89
156-3,0.206,0.3418,11,7240,20.8
156-4,0.206,0.3418,11,7381,20.39
157-0,0.207,0.342,11,7273,20.7
157-1,0.207,0.342,11,7259,20.73
157-2,0.207,0.342,11,7226,20.83
157-3,0.207,0.342,11,7257,20.75
157-4,0.207,0.342,11,7281,20.67
158-0,0.208,0.3423,11,7315,20.58
158-1,0.208,0.3423,11,7228,20.83
158-2,0.208,0.3423,11,7426,20.27
158-3,0.208,0.3423,11,7227,20.83
158-4,0.208,0.3423,11,7201,20.9
159-0,0.209,0.3425,11,7454,20.19
159-1,0.209,0.3425,11,7236,20.8
159-2,0.209,0.3425,11,7441,20.23
159-3,0.209,0.3425,11,7183,20.95
159-4,0.209,0.3425,11,7410,20.31
160-0,0.21,0.3428,11,7329,20.53
160-1,0.21,0.3428,11,7354,20.47
160-2,0.21,0.3428,11,7299,20.62
160-3,0.21,0.3428,11,7311,20.6
160-4,0.21,0.3428,11,7435,20.25
161-0,0.211,0.343,11,7375,20.4
161-1,0.211,0.343,11,7508,20.05
161-2,0.211,0.343,11,7466,20.16
161-3,0.211,0.343,11,7445,20.22
161-4,0.211,0.343,11,7453,20.2
162-0,0.212,0.3433,11,7325,20.55
162-1,0.212,0.3433,11,7545,19.95
162-2,0.212,0.3433,11,7410,20.31
162-3,0.212,0.3433,11,7452,20.2
162-4,0.212,0.3433,11,7424,20.28
163-0,0.213,0.3435,11,7533,19.98
163-1,0.213,0.3435,11,7438,20.23
163-2,0.213,0.3435,11,7477,20.12
163-3,0.213,0.3435,11,7573,19.88
163-4,0.213,0.3435,11,7472,20.14
164-0,0.214,0.3438,11,7545,19.95
164-1,0.214,0.3438,11,7678,19.61
164-2,0.214,0.3438,11,7405,20.33
164-3,0.214,0.3438,11,7401,20.34
164-4,0.214,0.3438,11,7590,19.83
165-0,0.215,0.344,11,7648,19.69
165-1,0.215,0.344,11,7475,20.14
165-2,0.215,0.344,11,7624,19.75
165-3,0.215,0.344,11,7412,20.31
165-4,0.215,0.344,11,7453,20.2
166-0,0.216,0.3442,11,7655,19.66
166-1,0.216,0.3442,11,7636,19.72
166-2,0.216,0.3442,11,7435,20.25
166-3,0.216,0.3442,11,7529,20.0
166-4,0.216,0.3442,11,7605,19.8
167-0,0.217,0.3445,11,7527,20.0
167-1,0.217,0.3445,11,7661,19.66
167-2,0.217,0.3445,11,7448,20.2
167-3,0.217,0.3445,11,7528,20.0
167-4,0.217,0.3445,11,7619,19.75
168-0,0.218,0.3447,11,7624,19.75
168-1,0.218,0.3447,11,7510,20.05
168-2,0.218,0.3447,11,7664,19.64
168-3,0.218,0.3447,11,7583,19.84
168-4,0.218,0.3447,11,7653,19.67
169-0,0.219,0.345,11,7651,19.67
169-1,0.219,0.345,11,7608,19.78
169-2,0.219,0.345,11,7564,19.9
169-3,0.219,0.345,11,7683,19.6
169-4,0.219,0.345,11,7586,19.84
170-0,0.22,0.3452,11,7682,19.6
170-1,0.22,0.3452,11,7777,19.36
170-2,0.22,0.3452,11,7539,19.97
170-3,0.22,0.3452,11,7636,19.72
170-4,0.22,0.3452,11,7769,19.38
171-0,0.221,0.3455,11,7748,19.42
171-1,0.221,0.3455,11,7605,19.8
171-2,0.221,0.3455,11,7706,19.53
171-3,0.221,0.3455,11,7748,19.42
171-4,0.221,0.3455,11,7600,19.81
172-0,0.222,0.3457,11,7835,19.22
172-1,0.222,0.3457,11,7795,19.31
172-2,0.222,0.3457,11,7745,19.44
172-3,0.222,0.3457,11,7583,19.84
172-4,0.222,0.3457,11,7764,19.39
173-0,0.223,0.346,11,7679,19.61
173-1,0.223,0.346,11,7724,19.48
173-2,0.223,0.346,11,7770,19.38
173-3,0.223,0.346,11,7863,19.14
173-4,0.223,0.346,11,7874,19.11
174-0,0.224,0.3462,11,7731,19.47
174-1,0.224,0.3462,11,7704,19.53
174-2,0.224,0.3462,11,7803,19.3
174-3,0.224,0.3462,11,7708,19.53
174-4,0.224,0.3462,11,7804,19.28
175-0,0.225,0.3464,11,7833,19.22
175-1,0.225,0.3464,11,7745,19.44
175-2,0.225,0.3464,11,7914,19.02
175-3,0.225,0.3464,11,7861,19.16
175-4,0.225,0.3464,11,7804,19.28
176-0,0.226,0.3467,11,7886,19.1
176-1,0.226,0.3467,11,7839,19.2
176-2,0.226,0.3467,11,7706,19.53
176-3,0.226,0.3467,11,7814,19.27
176-4,0.226,0.3467,11,7914,19.02
177-0,0.227,0.347,11,7844,19.19
177-1,0.227,0.347,11,7868,19.12
177-2,0.227,0.347,11,8061,18.67
177-3,0.227,0.347,11,7911,19.03
177-4,0.227,0.347,11,7876,19.11
178-0,0.228,0.3472,11,8021,18.77
178-1,0.228,0.3472,11,7795,19.31
178-2,0.228,0.3472,11,7909,19.03
178-3,0.228,0.3472,11,7835,19.22
178-4,0.228,0.3472,11,8067,18.66
179-0,0.229,0.3474,11,7954,18.92
179-1,0.229,0.3474,11,7953,18.92
179-2,0.229,0.3474,11,7839,19.2
179-3,0.229,0.3474,11,7883,19.1
179-4,0.229,0.3474,11,7834,19.22
180-0,0.23,0.3477,11,7985,18.84
180-1,0.23,0.3477,11,7977,18.88
180-2,0.23,0.3477,11,7805,19.28
180-3,0.23,0.3477,11,7897,19.06
180-4,0.23,0.3477,11,8009,18.8
181-0,0.231,0.348,11,8033,18.73
181-1,0.231,0.348,11,8043,18.72
181-2,0.231,0.348,11,8011,18.8
181-3,0.231,0.348,11,7999,18.81
181-4,0.231,0.348,11,8079,18.62
182-0,0.232,0.3481,11,8135,18.5
182-1,0.232,0.3481,11,8008,18.8
182-2,0.232,0.3481,11,8032,18.73
182-3,0.232,0.3481,11,8164,18.44
182-4,0.232,0.3481,11,8081,18.62
183-0,0.233,0.3484,11,8076,18.64
183-1,0.233,0.3484,11,8007,18.8
183-2,0.233,0.3484,11,8055,18.69
183-3,0.233,0.3484,11,7969,18.89
183-4,0.233,0.3484,11,8109,18.56
184-0,0.234,0.3486,11,8005,18.8
184-1,0.234,0.3486,11,8046,18.7
184-2,0.234,0.3486,11,8080,18.62
184-3,0.234,0.3486,11,8053,18.69
184-4,0.234,0.3486,11,8004,18.81
185-0,0.235,0.3489,11,8044,18.72
185-1,0.235,0.3489,11,8160,18.45
185-2,0.235,0.3489,11,8081,18.62
185-3,0.235,0.3489,11,8127,18.52
185-4,0.235,0.3489,11,7963,18.9
186-0,0.236,0.349,11,8108,18.56
186-1,0.236,0.349,11,8131,18.52
186-2,0.236,0.349,11,8254,18.23
186-3,0.236,0.349,11,8002,18.81
186-4,0.236,0.349,11,8175,18.4
187-0,0.237,0.3494,11,8182,18.39
187-1,0.237,0.3494,11,8085,18.62
187-2,0.237,0.3494,11,8105,18.58
187-3,0.237,0.3494,11,8335,18.06
187-4,0.237,0.3494,11,8014,18.78
188-0,0.238,0.3496,11,8222,18.31
188-1,0.238,0.3496,11,8325,18.08
188-2,0.238,0.3496,11,8224,18.3
188-3,0.238,0.3496,11,8219,18.31
188-4,0.238,0.3496,11,8179,18.4
189-0,0.239,0.3496,11,8174,18.42
189-1,0.239,0.3496,11,8233,18.28
189-2,0.239,0.3496,11,8381,17.95
189-3,0.239,0.3496,11,8087,18.61
189-4,0.239,0.3496,11,8399,17.92
190-0,0.24,0.3499,11,8419,17.88
190-1,0.24,0.3499,11,8240,18.27
190-2,0.24,0.3499,11,8113,18.55
190-3,0.24,0.3499,11,8161,18.44
190-4,0.24,0.3499,11,8111,18.56
191-0,0.241,0.35,11,8251,18.25
191-1,0.241,0.35,11,8247,18.25
191-2,0.241,0.35,11,8313,18.11
191-3,0.241,0.35,11,8472,17.77
191-4,0.241,0.35,11,8220,18.31
192-0,0.242,0.3503,11,8248,18.25
192-1,0.242,0.3503,11,8189,18.38
192-2,0.242,0.3503,11,8131,18.52
192-3,0.242,0.3503,11,8371,17.98
192-4,0.242,0.3503,11,8395,17.94
193-0,0.243,0.3506,11,8401,17.92
193-1,0.243,0.3506,11,8303,18.12
193-2,0.243,0.3506,11,8334,18.06
193-3,0.243,0.3506,11,8432,17.86
193-4,0.243,0.3506,11,8387,17.95
194-0,0.244,0.3508,11,8287,18.17
194-1,0.244,0.3508,11,8269,18.2
194-2,0.244,0.3508,11,8383,17.95
194-3,0.244,0.3508,11,8283,18.17
194-4,0.244,0.3508,11,8531,17.64
195-0,0.245,0.351,11,8438,17.84
195-1,0.245,0.351,11,8380,17.97
195-2,0.245,0.351,11,8395,17.94
195-3,0.245,0.351,11,8384,17.95
195-4,0.245,0.351,11,8458,17.8
196-0,0.246,0.3513,11,8483,17.75
196-1,0.246,0.3513,11,8380,17.97
196-2,0.246,0.3513,11,8449,17.81
196-3,0.246,0.3513,11,8390,17.94
196-4,0.246,0.3513,11,8449,17.81
197-0,0.247,0.3516,11,8461,17.8
197-1,0.247,0.3516,11,8562,17.58
197-2,0.247,0.3516,11,8292,18.16
197-3,0.247,0.3516,11,8352,18.02
197-4,0.247,0.3516,11,8450,17.81
198-0,0.248,0.3518,11,8280,18.19
198-1,0.248,0.3518,11,8501,17.7
198-2,0.248,0.3518,11,8408,17.9
198-3,0.248,0.3518,11,8415,17.89
198-4,0.248,0.3518,11,8483,17.75
199-0,0.249,0.352,11,8501,17.7
199-1,0.249,0.352,11,8516,17.67
199-2,0.249,0.352,11,8531,17.64
199-3,0.249,0.352,11,8406,17.9
199-4,0.249,0.352,11,8507,17.69
200-0,0.25,0.3523,11,8606,17.48
200-1,0.25,0.3523,11,8531,17.64
200-2,0.25,0.3523,11,8681,17.34
200-3,0.25,0.3523,11,8596,17.52
200-4,0.25,0.3523,11,8589,17.53
201-0,0.251,0.3525,11,8649,17.4
201-1,0.251,0.3525,11,8717,17.27
201-2,0.251,0.3525,11,8595,17.52
201-3,0.251,0.3525,11,8646,17.4
201-4,0.251,0.3525,11,8573,17.56
202-0,0.252,0.3528,11,8657,17.39
202-1,0.252,0.3528,11,8777,17.16
202-2,0.252,0.3528,11,8595,17.52
202-3,0.252,0.3528,11,8648,17.4
202-4,0.252,0.3528,11,8639,17.42
203-0,0.253,0.353,11,8665,17.38
203-1,0.253,0.353,11,8629,17.44
203-2,0.253,0.353,11,8603,17.5
203-3,0.253,0.353,11,8567,17.58
203-4,0.253,0.353,11,8708,17.28
204-0,0.254,0.353,11,8626,17.45
204-1,0.254,0.353,11,8643,17.42
204-2,0.254,0.353,11,8693,17.31
204-3,0.254,0.353,11,8719,17.27
204-4,0.254,0.353,11,8828,17.05
205-0,0.255,0.3533,11,8866,16.98
205-1,0.255,0.3533,11,8716,17.27
205-2,0.255,0.3533,11,8721,17.27
205-3,0.255,0.3533,11,8650,17.4
205-4,0.255,0.3533,11,8637,17.42
206-0,0.256,0.3535,11,8609,17.48
206-1,0.256,0.3535,11,8837,17.03
206-2,0.256,0.3535,11,8516,17.67
206-3,0.256,0.3535,11,8689,17.33
206-4,0.256,0.3535,11,8694,17.31
207-0,0.257,0.3538,11,8672,17.36
207-1,0.257,0.3538,11,8823,17.06
207-2,0.257,0.3538,11,8704,17.3
207-3,0.257,0.3538,11,8713,17.28
207-4,0.257,0.3538,11,8744,17.22
208-0,0.258,0.354,11,8695,17.31
208-1,0.258,0.354,11,8893,16.92
208-2,0.258,0.354,11,8829,17.05
208-3,0.258,0.354,11,8806,17.1
208-4,0.258,0.354,11,8708,17.28
209-0,0.259,0.3542,11,8929,16.86
209-1,0.259,0.3542,11,8923,16.88
209-2,0.259,0.3542,11,8783,17.14
209-3,0.259,0.3542,11,8790,17.12
209-4,0.259,0.3542,11,8790,17.12
210-0,0.26,0.3545,11,8836,17.03
210-1,0.26,0.3545,11,8756,17.19
210-2,0.26,0.3545,11,8760,17.19
210-3,0.26,0.3545,11,8849,17.02
210-4,0.26,0.3545,11,8954,16.81
211-0,0.261,0.3547,11,8823,17.06
211-1,0.261,0.3547,11,8836,17.03
211-2,0.261,0.3547,11,8857,17.0
211-3,0.261,0.3547,11,8895,16.92
211-4,0.261,0.3547,11,9008,16.7
212-0,0.262,0.355,11,8859,16.98
212-1,0.262,0.355,11,8838,17.03
212-2,0.262,0.355,11,8889,16.94
212-3,0.262,0.355,11,8995,16.73
212-4,0.262,0.355,11,8948,16.83
213-0,0.263,0.3552,11,8973,16.78
213-1,0.263,0.3552,11,8857,17.0
213-2,0.263,0.3552,11,8864,16.98
213-3,0.263,0.3552,11,8858,17.0
213-4,0.263,0.3552,11,8929,16.86
214-0,0.264,0.3555,11,9090,16.56
214-1,0.264,0.3555,11,8999,16.73
214-2,0.264,0.3555,11,9015,16.7
214-3,0.264,0.3555,11,9066,16.61
214-4,0.264,0.3555,11,8820,17.06
215-0,0.265,0.3557,11,8986,16.75
215-1,0.265,0.3557,11,9035,16.66
215-2,0.265,0.3557,11,8933,16.84
215-3,0.265,0.3557,11,9123,16.5
215-4,0.265,0.3557,11,8956,16.81
216-0,0.266,0.3557,11,9034,16.66
216-1,0.266,0.3557,11,8892,16.92
216-2,0.266,0.3557,11,8783,17.14
216-3,0.266,0.3557,11,9022,16.69
216-4,0.266,0.3557,11,8921,16.88
217-0,0.267,0.356,11,9150,16.45
217-1,0.267,0.356,11,8928,16.86
217-2,0.267,0.356,11,9122,16.5
217-3,0.267,0.356,11,9067,16.61
217-4,0.267,0.356,11,9048,16.64
218-0,0.268,0.3562,11,9076,16.58
218-1,0.268,0.3562,11,9010,16.7
218-2,0.268,0.3562,11,8970,16.78
218-3,0.268,0.3562,11,9188,16.39
218-4,0.268,0.3562,11,9144,16.47
219-0,0.269,0.3564,11,9094,16.55
219-1,0.269,0.3564,11,9181,16.39
219-2,0.269,0.3564,11,9018,16.69
219-3,0.269,0.3564,11,8946,16.83
219-4,0.269,0.3564,11,9102,16.53
220-0,0.27,0.3567,11,9085,16.56
220-1,0.27,0.3567,11,9073,16.6
220-2,0.27,0.3567,11,8990,16.75
220-3,0.27,0.3567,11,9110,16.52
220-4,0.27,0.3567,11,9097,16.55
221-0,0.271,0.357,11,9123,16.5
221-1,0.271,0.357,11,9122,16.5
221-2,0.271,0.357,11,9202,16.36
221-3,0.271,0.357,11,9338,16.12
221-4,0.271,0.357,11,9020,16.69
222-0,0.272,0.3572,11,9268,16.23
222-1,0.272,0.3572,11,9218,16.33
222-2,0.272,0.3572,11,9256,16.27
222-3,0.272,0.3572,11,9154,16.44
222-4,0.272,0.3572,11,9158,16.44
223-0,0.273,0.3574,11,9360,16.08
223-1,0.273,0.3574,11,9208,16.34
223-2,0.273,0.3574,11,9214,16.34
223-3,0.273,0.3574,11,9306,16.17
223-4,0.273,0.3574,11,9070,16.6
224-0,0.274,0.3577,11,9372,16.06
224-1,0.274,0.3577,11,9255,16.27
224-2,0.274,0.3577,11,9254,16.27
224-3,0.274,0.3577,11,9448,15.93
224-4,0.274,0.3577,11,9328,16.14
225-0,0.275,0.358,11,9200,16.36
225-1,0.275,0.358,11,9253,16.27
225-2,0.275,0.358,11,9256,16.27
225-3,0.275,0.358,11,9330,16.14
225-4,0.275,0.358,11,9357,16.1
226-0,0.276,0.358,11,9192,16.38
226-1,0.276,0.358,11,9293,16.2
226-2,0.276,0.358,11,9320,16.16
226-3,0.276,0.358,11,9389,16.03
226-4,0.276,0.358,11,9349,16.1
227-0,0.277,0.3582,11,9334,16.12
227-1,0.277,0.3582,11,9254,16.27
227-2,0.277,0.3582,11,9337,16.12
227-3,0.277,0.3582,11,9370,16.06
227-4,0.277,0.3582,11,9324,16.14
228-0,0.278,0.3584,11,9417,15.984
228-1,0.278,0.3584,11,9281,16.22
228-2,0.278,0.3584,11,9387,16.03
228-3,0.278,0.3584,11,9221,16.33
228-4,0.278,0.3584,11,9328,16.14
229-0,0.279,0.3586,11,9468,15.9
229-1,0.279,0.3586,11,9384,16.05
229-2,0.279,0.3586,11,9471,15.89
229-3,0.279,0.3586,11,9330,16.14
229-4,0.279,0.3586,11,9365,16.08
230-0,0.28,0.359,11,9427,15.97
230-1,0.28,0.359,11,9341,16.11
230-2,0.28,0.359,11,9388,16.03
230-3,0.28,0.359,11,9343,16.11
230-4,0.28,0.359,11,9344,16.11
231-0,0.281,0.3591,11,9487,15.87
231-1,0.281,0.3591,11,9490,15.86
231-2,0.281,0.3591,11,9458,15.914
231-3,0.281,0.3591,11,9472,15.89
231-4,0.281,0.3591,11,9455,15.92
232-0,0.282,0.3594,11,9488,15.87
232-1,0.282,0.3594,11,9405,16.0
232-2,0.282,0.3594,11,9531,15.8
232-3,0.282,0.3594,11,9370,16.06
232-4,0.282,0.3594,11,9371,16.06
233-0,0.283,0.3596,11,9398,16.02
233-1,0.283,0.3596,11,9363,16.08
233-2,0.283,0.3596,11,9406,16.0
233-3,0.283,0.3596,11,9427,15.97
233-4,0.283,0.3596,11,9562,15.74
234-0,0.284,0.3599,11,9569,15.734
234-1,0.284,0.3599,11,9459,15.914
234-2,0.284,0.3599,11,9574,15.72
234-3,0.284,0.3599,11,9465,15.91
234-4,0.284,0.3599,11,9670,15.57
235-0,0.285,0.3599,11,9540,15.78
235-1,0.285,0.3599,11,9507,15.836
235-2,0.285,0.3599,11,9650,15.6
235-3,0.285,0.3599,11,9510,15.83
235-4,0.285,0.3599,11,9568,15.734
236-0,0.286,0.36,11,9464,15.91
236-1,0.286,0.36,11,9592,15.695
236-2,0.286,0.36,11,9459,15.914
236-3,0.286,0.36,11,9625,15.64
236-4,0.286,0.36,11,9571,15.73
237-0,0.287,0.3604,11,9490,15.86
237-1,0.287,0.3604,11,9640,15.62
237-2,0.287,0.3604,11,9603,15.67
237-3,0.287,0.3604,11,9574,15.72
237-4,0.287,0.3604,11,9680,15.55
238-0,0.288,0.3606,11,9688,15.54
238-1,0.288,0.3606,11,9572,15.73
238-2,0.288,0.3606,11,9610,15.664
238-3,0.288,0.3606,11,9616,15.66
238-4,0.288,0.3606,11,9636,15.625
239-0,0.289,0.3608,11,9588,15.7
239-1,0.289,0.3608,11,9680,15.55
239-2,0.289,0.3608,11,9560,15.74
239-3,0.289,0.3608,11,9658,15.586
239-4,0.289,0.3608,11,9669,15.57
240-0,0.29,0.361,11,9748,15.445
240-1,0.29,0.361,11,9694,15.53
240-2,0.29,0.361,11,9714,15.49
240-3,0.29,0.361,11,9714,15.49
240-4,0.29,0.361,11,9784,15.38
241-0,0.291,0.3613,11,9855,15.27
241-1,0.291,0.3613,11,9736,15.46
241-2,0.291,0.3613,11,9677,15.555
241-3,0.291,0.3613,11,9636,15.625
241-4,0.291,0.3613,11,9742,15.45
242-0,0.292,0.3616,11,9698,15.52
242-1,0.292,0.3616,11,9685,15.54
242-2,0.292,0.3616,11,9813,15.336
242-3,0.292,0.3616,11,9830,15.31
242-4,0.292,0.3616,11,9747,15.445
243-0,0.293,0.3616,11,9751,15.44
243-1,0.293,0.3616,11,9671,15.56
243-2,0.293,0.3616,11,9871,15.25
243-3,0.293,0.3616,11,9848,15.28
243-4,0.293,0.3616,11,9822,15.33
244-0,0.294,0.3618,11,9961,15.11
244-1,0.294,0.3618,11,9737,15.46
244-2,0.294,0.3618,11,9738,15.46
244-3,0.294,0.3618,11,9761,15.42
244-4,0.294,0.3618,11,9955,15.12
245-0,0.295,0.362,11,9864,15.26
245-1,0.295,0.362,11,9721,15.484
245-2,0.295,0.362,11,9949,15.13
245-3,0.295,0.362,11,9962,15.11
245-4,0.295,0.362,11,9891,15.22
246-0,0.296,0.3623,11,9912,15.19
246-1,0.296,0.3623,11,9869,15.25
246-2,0.296,0.3623,11,9895,15.21
246-3,0.296,0.3623,11,9852,15.28
246-4,0.296,0.3623,11,9896,15.21
247-0,0.297,0.3625,11,9846,15.29
247-1,0.297,0.3625,11,9958,15.12
247-2,0.297,0.3625,11,9747,15.445
247-3,0.297,0.3625,11,9996,15.06
247-4,0.297,0.3625,11,9944,15.14
248-0,0.298,0.3628,11,10006,15.05
248-1,0.298,0.3628,11,9929,15.164
248-2,0.298,0.3628,11,10021,15.02
248-3,0.298,0.3628,11,10023,15.016
248-4,0.298,0.3628,11,9883,15.234
249-0,0.299,0.363,11,10096,14.91
249-1,0.299,0.363,11,9924,15.17
249-2,0.299,0.363,11,10014,15.03
249-3,0.299,0.363,11,9952,15.125
249-4,0.299,0.363,11,10109,14.89
250-0,0.3,0.3633,11,9949,15.13
250-1,0.3,0.3633,11,9983,15.08
250-2,0.3,0.3633,11,9959,15.12
250-3,0.3,0.3633,11,9878,15.24
250-4,0.3,0.3633,11,9878,15.24
251-0,0.301,0.3633,11,9887,15.23
251-1,0.301,0.3633,11,10014,15.03
251-2,0.301,0.3633,11,9996,15.06
251-3,0.301,0.3633,11,10202,14.76
251-4,0.301,0.3633,11,10056,14.97
252-0,0.302,0.3635,11,10074,14.945
252-1,0.302,0.3635,11,9997,15.055
252-2,0.302,0.3635,11,10135,14.85
252-3,0.302,0.3635,11,9974,15.09
252-4,0.302,0.3635,11,10022,15.02
253-0,0.303,0.3638,11,9903,15.2
253-1,0.303,0.3638,11,9989,15.07
253-2,0.303,0.3638,11,9951,15.125
253-3,0.303,0.3638,11,10176,14.79
253-4,0.303,0.3638,11,9954,15.125
254-0,0.304,0.364,11,10176,14.79
254-1,0.304,0.364,11,10117,14.875
254-2,0.304,0.364,11,10140,14.84
254-3,0.304,0.364,11,10026,15.016
254-4,0.304,0.364,11,9950,15.125
255-0,0.305,0.3643,11,10211,14.74
255-1,0.305,0.3643,11,10139,14.84
255-2,0.305,0.3643,11,10299,14.62
255-3,0.305,0.3643,11,10154,14.83
255-4,0.305,0.3643,11,10101,14.9
256-0,0.306,0.3645,11,10118,14.875
256-1,0.306,0.3645,11,10259,14.67
256-2,0.306,0.3645,11,10085,14.93
256-3,0.306,0.3645,11,10133,14.85
